ds;y
2010-04-25_14;1.635572016
2010-04-25_15;1.384524691
2010-04-25_16;1.290374486
2010-04-25_17;1.248257202
2010-04-25_18;1.199639918
2010-04-25_19;1.229588477
2010-04-25_20;1.334028807
2010-04-25_21;1.478532922
2010-04-25_22;1.566401235
2010-04-25_23;1.325255144
2010-04-26_00;1.017765432
2010-04-26_01;0.741748971
2010-04-26_02;0.588393004
2010-04-26_03;0.504440329
2010-04-26_04;0.485216049
2010-04-26_05;0.47117284
2010-04-26_06;0.50450823
2010-04-26_07;0.635921811
2010-04-26_08;0.926164609
2010-04-26_10;1.111882716
2010-04-26_11;1.237135802
2010-04-26_12;1.208211934
2010-04-26_13;1.334679012
2010-04-26_14;1.272740741
2010-04-26_15;1.234298354
2010-04-26_16;1.294018519
2010-04-26_17;1.304777778
2010-04-26_18;1.309438272
2010-04-26_19;1.254938272
2010-04-26_20;1.250084362
2010-04-26_21;1.48158642
2010-04-26_22;1.574934156
2010-04-26_23;1.374244856
2010-04-27_00;1.056639918
2010-04-27_01;0.723460905
2010-04-27_02;0.572845679
2010-04-27_03;0.517981481
2010-04-27_05;0.476203704
2010-04-27_06;0.515078189
2010-04-27_07;0.642882716
2010-04-27_08;1.001845679
2010-04-27_09;1.074648148
2010-04-27_10;1.12199177
2010-04-27_11;1.138781893
2010-04-27_13;1.312020576
2010-04-27_14;1.325409465
2010-04-27_15;1.294627572
2010-04-27_17;1.41781893
2010-04-27_18;1.356897119
2010-04-27_19;1.4555
2010-04-27_20;1.400061728
2010-04-27_23;1.359553498
2010-04-28_00;1.023049383
2010-04-28_01;0.733213992
2010-04-28_02;0.600148148
2010-04-28_03;0.503304527
2010-04-28_04;0.478076132
2010-04-28_05;0.472917695
2010-04-28_07;0.644475309
2010-04-28_08;0.949059671
2010-04-28_09;1.154997942
2010-04-28_10;1.171526749
2010-04-28_11;1.105244856
2010-04-28_13;1.331895062
2010-04-28_14;1.297139918
2010-04-28_15;1.232104938
2010-04-28_16;1.262390947
2010-04-28_17;1.323069959
2010-04-28_18;1.359701646
2010-04-28_19;1.387421811
2010-04-28_20;1.33355144
2010-04-28_21;1.578218107
2010-04-28_22;1.604096708
2010-04-28_23;1.366465021
2010-04-29_00;1.077720165
2010-04-29_01;0.752263374
2010-04-29_02;0.583454733
2010-04-29_03;0.525950617
2010-04-29_04;0.51845679
2010-04-29_05;0.502559671
2010-04-29_06;0.52386214
2010-04-29_07;0.708401235
2010-04-29_08;1.069257202
2010-04-29_11;1.138446502
2010-04-29_12;1.247790123
2010-04-29_13;1.392100823
2010-04-29_14;1.265384774
2010-04-29_15;1.303773663
2010-04-29_16;1.293736626
2010-04-29_17;1.329265432
2010-04-29_18;1.413207819
2010-04-29_19;1.344648148
2010-04-29_21;1.530109053
2010-04-29_22;1.6301893
2010-04-29_23;1.485109053
2010-04-30_00;1.149277778
2010-04-30_01;0.755226337
2010-04-30_02;0.601668724
2010-04-30_03;0.518156379
2010-04-30_04;0.495841564
2010-04-30_05;0.501055556
2010-04-30_06;0.511549383
2010-04-30_07;0.629876543
2010-04-30_08;0.951092593
2010-04-30_09;1.102030864
2010-04-30_10;1.205316872
2010-04-30_11;1.257465021
2010-04-30_12;1.233012346
2010-04-30_13;1.424703704
2010-04-30_14;1.309676955
2010-04-30_15;1.272139918
2010-04-30_16;1.293555556
2010-04-30_17;1.306193416
2010-04-30_18;1.335633745
2010-04-30_19;1.326288066
2010-04-30_20;1.222615226
2010-04-30_22;1.624277778
2010-04-30_23;1.478796296
2010-05-01_00;1.183728395
2010-05-01_01;0.823226337
2010-05-01_02;0.655792181
2010-05-01_03;0.555384774
2010-05-01_04;0.519746914
2010-05-01_05;0.484220165
2010-05-01_06;0.476045267
2010-05-01_07;0.528839506
2010-05-01_08;0.673393004
2010-05-01_09;0.953131687
2010-05-01_10;1.270195473
2010-05-01_11;1.483312757
2010-05-01_12;1.572234568
2010-05-01_13;1.728958848
2010-05-01_14;1.538874486
2010-05-01_15;1.434565844
2010-05-01_16;1.331403292
2010-05-01_17;1.289849794
2010-05-01_18;1.323903292
2010-05-01_19;1.396701646
2010-05-01_21;1.440432099
2010-05-01_22;1.646454733
2010-05-01_23;1.395744856
2010-05-02_00;1.10400823
2010-05-02_01;0.836209877
2010-05-02_02;0.664018519
2010-05-02_03;0.563234568
2010-05-02_04;0.511923868
2010-05-02_05;0.48981893
2010-05-02_06;0.474792181
2010-05-02_07;0.53945679
2010-05-02_08;0.632234568
2010-05-02_09;0.867088477
2010-05-02_10;1.238055556
2010-05-02_11;1.541382716
2010-05-02_12;1.70073251
2010-05-02_13;1.853353909
2010-05-02_14;1.58404321
2010-05-02_15;1.519111111
2010-05-02_16;1.38791358
2010-05-02_17;1.345504115
2010-05-02_18;1.256962963
2010-05-02_19;1.274467078
2010-05-02_20;1.248771605
2010-05-02_21;1.380251029
2010-05-02_22;1.517648148
2010-05-02_23;1.390271605
2010-05-03_00;1.098831276
2010-05-03_01;0.802325103
2010-05-03_02;0.617641975
2010-05-03_03;0.566074074
2010-05-03_04;0.533572016
2010-05-03_05;0.49027572
2010-05-03_06;0.490658436
2010-05-03_07;0.492020576
2010-05-03_09;0.904271605
2010-05-03_10;1.126716049
2010-05-03_11;1.350890947
2010-05-03_12;1.610627572
2010-05-03_13;1.830631687
2010-05-03_14;1.543335391
2010-05-03_15;1.378545267
2010-05-03_16;1.195528807
2010-05-03_17;1.308469136
2010-05-03_18;1.34640535
2010-05-03_19;1.3541893
2010-05-03_20;1.276621399
2010-05-03_21;1.396656379
2010-05-03_22;1.62955144
2010-05-03_23;1.384061728
2010-05-04_00;1.122495885
2010-05-04_01;0.752347737
2010-05-04_02;0.568353909
2010-05-04_03;0.49831893
2010-05-04_05;0.471561728
2010-05-04_07;0.607329218
2010-05-04_08;0.897487654
2010-05-04_09;1.098226337
2010-05-04_10;1.035
2010-05-04_11;1.056312757
2010-05-04_12;1.280388889
2010-05-04_13;1.461368313
2010-05-04_14;1.319265432
2010-05-04_15;1.232600823
2010-05-04_16;1.266728395
2010-05-04_17;1.378520576
2010-05-04_18;1.34926749
2010-05-04_19;1.368329218
2010-05-04_20;1.314139918
2010-05-04_21;1.495096708
2010-05-04_22;1.651333333
2010-05-04_23;1.479973251
2010-05-05_00;1.136320988
2010-05-05_01;0.720028807
2010-05-05_02;0.552133745
2010-05-05_03;0.500804527
2010-05-05_04;0.493055556
2010-05-05_05;0.478072016
2010-05-05_06;0.516236626
2010-05-05_07;0.637923868
2010-05-05_08;0.940469136
2010-05-05_09;1.065528807
2010-05-05_10;1.186872428
2010-05-05_11;1.294940329
2010-05-05_12;1.303580247
2010-05-05_13;1.4361893
2010-05-05_14;1.346977366
2010-05-05_15;1.259915638
2010-05-05_16;1.35662963
2010-05-05_17;1.426950617
2010-05-05_18;1.358471193
2010-05-05_19;1.283489712
2010-05-05_20;1.30676749
2010-05-05_21;1.494080247
2010-05-05_22;1.678763374
2010-05-05_23;1.504419753
2010-05-06_00;1.156524691
2010-05-06_01;0.797211934
2010-05-06_03;0.518748971
2010-05-06_04;0.481372428
2010-05-06_05;0.49013786
2010-05-06_06;0.52395679
2010-05-06_07;0.678835391
2010-05-06_08;0.963104938
2010-05-06_09;1.196397119
2010-05-06_10;1.156174897
2010-05-06_11;1.190576132
2010-05-06_12;1.308376543
2010-05-06_13;1.502901235
2010-05-06_14;1.36226749
2010-05-06_15;1.267563786
2010-05-06_16;1.426639918
2010-05-06_17;1.346567901
2010-05-06_18;1.303360082
2010-05-06_19;1.283411523
2010-05-06_20;1.27655144
2010-05-06_21;1.446203704
2010-05-06_22;1.699072016
2010-05-06_23;1.504802469
2010-05-07_00;1.167101031
2010-05-07_01;0.758616495
2010-05-07_02;0.599626804
2010-05-07_03;0.531121649
2010-05-07_04;0.503008247
2010-05-07_05;0.50188866
2010-05-07_06;0.557734021
2010-05-07_07;0.643251546
2010-05-07_08;0.974630928
2010-05-07_09;1.018661856
2010-05-07_10;1.126752577
2010-05-07_11;1.200647423
2010-05-07_12;1.226237113
2010-05-07_13;1.494459794
2010-05-07_14;1.299709278
2010-05-07_16;1.266014433
2010-05-07_17;1.329818557
2010-05-07_18;1.40136701
2010-05-07_19;1.361309278
2010-05-07_21;1.412703093
2010-05-07_22;1.565736082
2010-05-07_23;1.404010309
2010-05-08_00;1.151389691
2010-05-08_01;0.882956701
2010-05-08_02;0.671946392
2010-05-08_03;0.563901031
2010-05-08_04;0.505993814
2010-05-08_05;0.475397938
2010-05-08_06;0.509037113
2010-05-08_07;0.568441237
2010-05-08_08;0.72628866
2010-05-08_09;1.037791753
2010-05-08_10;1.214140206
2010-05-08_11;1.355498969
2010-05-08_12;1.449371134
2010-05-08_13;1.586653608
2010-05-08_14;1.527696907
2010-05-08_15;1.349579381
2010-05-08_16;1.226241237
2010-05-08_18;1.401940206
2010-05-08_19;1.382971134
2010-05-08_20;1.341793814
2010-05-08_21;1.385214433
2010-05-08_22;1.478816495
2010-05-08_23;1.434954639
2010-05-09_00;1.173892784
2010-05-09_01;0.874280412
2010-05-09_02;0.694301031
2010-05-09_03;0.578202062
2010-05-09_04;0.492983505
2010-05-09_05;0.47848866
2010-05-09_06;0.483439175
2010-05-09_08;0.647189691
2010-05-09_09;0.900701031
2010-05-09_10;1.267624742
2010-05-09_11;1.421465979
2010-05-09_12;1.739682474
2010-05-09_13;1.852162887
2010-05-09_14;1.614164948
2010-05-09_15;1.451284536
2010-05-09_16;1.299105155
2010-05-09_17;1.201160825
2010-05-09_18;1.136336082
2010-05-09_19;1.199874227
2010-05-09_20;1.328072165
2010-05-09_21;1.48514433
2010-05-09_22;1.637517526
2010-05-09_23;1.428812371
2010-05-10_00;1.125678351
2010-05-10_01;0.749327835
2010-05-10_02;0.594705155
2010-05-10_03;0.51963299
2010-05-10_04;0.490581443
2010-05-10_05;0.470068041
2010-05-10_07;0.657719588
2010-05-10_08;0.922309278
2010-05-10_09;1.03828866
2010-05-10_10;1.124334021
2010-05-10_11;1.147921649
2010-05-10_12;1.260121649
2010-05-10_13;1.384746392
2010-05-10_14;1.317661856
2010-05-10_15;1.264228866
2010-05-10_16;1.374171134
2010-05-10_17;1.44008866
2010-05-10_18;1.415389691
2010-05-10_19;1.317562887
2010-05-10_20;1.249183505
2010-05-10_21;1.393501031
2010-05-10_22;1.534738144
2010-05-10_23;1.425791753
2010-05-11_00;1.040797938
2010-05-11_01;0.677472165
2010-05-11_02;0.542356701
2010-05-11_03;0.496818557
2010-05-11_04;0.485138144
2010-05-11_05;0.487478351
2010-05-11_06;0.534109278
2010-05-11_07;0.657402062
2010-05-11_08;0.968991753
2010-05-11_09;1.050614433
2010-05-11_10;1.218690722
2010-05-11_11;1.276070103
2010-05-11_12;1.315443299
2010-05-11_13;1.403154639
2010-05-11_14;1.304160825
2010-05-11_15;1.237109278
2010-05-11_16;1.328925773
2010-05-11_17;1.485439175
2010-05-11_18;1.412408247
2010-05-11_19;1.417661856
2010-05-11_21;1.523094845
2010-05-11_22;1.582402062
2010-05-11_23;1.400529897
2010-05-12_00;1.042237113
2010-05-12_01;0.681682474
2010-05-12_02;0.556274227
2010-05-12_03;0.482896907
2010-05-12_04;0.484694845
2010-05-12_06;0.510583505
2010-05-12_08;0.943142268
2010-05-12_09;1.144676289
2010-05-12_10;1.094731959
2010-05-12_11;1.075936082
2010-05-12_12;1.135338144
2010-05-12_13;1.298430928
2010-05-12_14;1.214946392
2010-05-12_15;1.231210309
2010-05-12_16;1.357979381
2010-05-12_18;1.3768
2010-05-12_19;1.242903093
2010-05-12_20;1.275925773
2010-05-12_21;1.415282474
2010-05-12_22;1.637354639
2010-05-12_23;1.482169072
2010-05-13_00;1.062552577
2010-05-13_01;0.751896907
2010-05-13_02;0.572816495
2010-05-13_03;0.475465979
2010-05-13_04;0.474705155
2010-05-13_06;0.498987629
2010-05-13_07;0.65783299
2010-05-13_08;0.966917526
2010-05-13_09;0.989327835
2010-05-13_10;1.085138144
2010-05-13_11;1.082816495
2010-05-13_12;1.133884536
2010-05-13_13;1.281078351
2010-05-13_14;1.239674227
2010-05-13_15;1.258039175
2010-05-13_17;1.425826804
2010-05-13_18;1.47942268
2010-05-13_19;1.417334021
2010-05-13_20;1.400942268
2010-05-13_22;1.649934021
2010-05-13_23;1.43502268
2010-05-14_00;1.136797938
2010-05-14_01;0.762474227
2010-05-14_02;0.559837113
2010-05-14_03;0.4872
2010-05-14_04;0.470515464
2010-05-14_05;0.485030928
2010-05-14_06;0.490556701
2010-05-14_07;0.62054433
2010-05-14_08;0.951624742
2010-05-14_09;1.0424
2010-05-14_10;1.15283299
2010-05-14_11;1.121470103
2010-05-14_12;1.115030928
2010-05-14_13;1.341092784
2010-05-14_14;1.312424742
2010-05-14_15;1.264585567
2010-05-14_16;1.265282474
2010-05-14_17;1.275717526
2010-05-14_18;1.302169072
2010-05-14_19;1.269387629
2010-05-14_21;1.344010309
2010-05-14_22;1.591296907
2010-05-14_23;1.46654433
2010-05-15_00;1.148443299
2010-05-15_01;0.841154639
2010-05-15_02;0.618612371
2010-05-15_03;0.527880412
2010-05-15_04;0.501564948
2010-05-15_05;0.494540206
2010-05-15_06;0.480385567
2010-05-15_07;0.560162887
2010-05-15_08;0.798630928
2010-05-15_09;1.003581443
2010-05-15_10;1.335886598
2010-05-15_11;1.358795876
2010-05-15_12;1.466220619
2010-05-15_14;1.47077732
2010-05-15_15;1.386890722
2010-05-15_16;1.307346392
2010-05-15_17;1.251241237
2010-05-15_18;1.297101031
2010-05-15_20;1.390546392
2010-05-15_21;1.470037113
2010-05-15_22;1.50356701
2010-05-15_23;1.37391134
2010-05-16_00;1.128129897
2010-05-16_01;0.847624742
2010-05-16_02;0.639154639
2010-05-16_03;0.567138144
2010-05-16_04;0.516729897
2010-05-16_05;0.484754639
2010-05-16_07;0.50554433
2010-05-16_08;0.674160825
2010-05-16_09;0.896925773
2010-05-16_10;1.146571134
2010-05-16_12;1.652041237
2010-05-16_13;1.720393814
2010-05-16_14;1.619870103
2010-05-16_15;1.390756701
2010-05-16_16;1.299575258
2010-05-16_17;1.221084536
2010-05-16_19;1.313624742
2010-05-16_20;1.214006186
2010-05-16_21;1.424391753
2010-05-16_22;1.603057732
2010-05-16_23;1.398595876
2010-05-17_00;1.060785567
2010-05-17_01;0.741556701
2010-05-17_02;0.593360825
2010-05-17_03;0.49556701
2010-05-17_04;0.478903093
2010-05-17_05;0.472785567
2010-05-17_06;0.504513402
2010-05-17_07;0.660781443
2010-05-17_08;0.973538144
2010-05-17_09;1.024208247
2010-05-17_10;1.032070103
2010-05-17_11;1.082575258
2010-05-17_12;1.134098969
2010-05-17_13;1.305162887
2010-05-17_14;1.255028866
2010-05-17_15;1.294270103
2010-05-17_16;1.286282474
2010-05-17_18;1.328098969
2010-05-17_19;1.275849485
2010-05-17_20;1.256606186
2010-05-17_21;1.37688866
2010-05-17_22;1.478430928
2010-05-17_23;1.411179381
2010-05-18_00;1.069859794
2010-05-18_01;0.735251546
2010-05-18_02;0.562474227
2010-05-18_03;0.512195876
2010-05-18_04;0.48902268
2010-05-18_05;0.486224742
2010-05-18_06;0.509604124
2010-05-18_08;0.906983505
2010-05-18_09;1.016659794
2010-05-18_10;1.027418557
2010-05-18_11;1.074903093
2010-05-18_12;1.272909278
2010-05-18_13;1.457740206
2010-05-18_14;1.407628866
2010-05-18_15;1.338352577
2010-05-18_16;1.399692784
2010-05-18_17;1.463684536
2010-05-18_18;1.431127835
2010-05-18_19;1.429379381
2010-05-18_20;1.458635052
2010-05-18_21;1.480527835
2010-05-18_22;1.621791753
2010-05-18_23;1.40343299
2010-05-19_02;0.542350515
2010-05-19_03;0.495534021
2010-05-19_04;0.487437113
2010-05-19_05;0.496810309
2010-05-19_06;0.535934021
2010-05-19_08;0.994053608
2010-05-19_09;1.066220619
2010-05-19_10;1.130936082
2010-05-19_11;1.088668041
2010-05-19_12;1.145981443
2010-05-19_13;1.30883299
2010-05-19_14;1.265608247
2010-05-19_15;1.231247423
2010-05-19_16;1.24411134
2010-05-19_17;1.400905155
2010-05-19_18;1.358259794
2010-05-19_19;1.307171134
2010-05-19_20;1.331552577
2010-05-19_21;1.459773196
2010-05-19_22;1.55243299
2010-05-19_23;1.421346392
2010-05-20_00;1.139665979
2010-05-20_01;0.765138144
2010-05-20_02;0.543263918
2010-05-20_03;0.502418557
2010-05-20_04;0.48643299
2010-05-20_05;0.486589691
2010-05-20_06;0.505571134
2010-05-20_07;0.637379381
2010-05-20_08;0.964925773
2010-05-20_09;1.130713402
2010-05-20_11;1.105670103
2010-05-20_13;1.266971134
2010-05-20_14;1.176812371
2010-05-20_15;1.179146392
2010-05-20_16;1.267585567
2010-05-20_17;1.300861856
2010-05-20_18;1.296818557
2010-05-20_19;1.318006186
2010-05-20_20;1.222676289
2010-05-20_21;1.312894845
2010-05-20_22;1.526348454
2010-05-21_00;1.132061856
2010-05-21_01;0.80085567
2010-05-21_02;0.588857732
2010-05-21_03;0.525830928
2010-05-21_04;0.500154639
2010-05-21_05;0.487138144
2010-05-21_06;0.535762887
2010-05-21_07;0.704894845
2010-05-21_08;1.023245361
2010-05-21_09;1.147973196
2010-05-21_10;1.098525773
2010-05-21_11;1.14736701
2010-05-21_12;1.224315464
2010-05-21_13;1.352938144
2010-05-21_14;1.1402
2010-05-21_15;1.179847423
2010-05-21_16;1.231416495
2010-05-21_17;1.28462268
2010-05-21_18;1.256894845
2010-05-21_19;1.262727835
2010-05-21_21;1.319451546
2010-05-21_22;1.446292784
2010-05-21_23;1.440280412
2010-05-22_00;1.073158763
2010-05-22_01;0.834061856
2010-05-22_02;0.6542
2010-05-22_03;0.547527835
2010-05-22_04;0.518589691
2010-05-22_05;0.479346392
2010-05-22_06;0.497903093
2010-05-22_07;0.603358763
2010-05-22_08;0.773876289
2010-05-22_09;1.041150515
2010-05-22_10;1.255703093
2010-05-22_11;1.346742268
2010-05-22_12;1.353383505
2010-05-22_13;1.465971134
2010-05-22_14;1.189830928
2010-05-22_15;1.180678351
2010-05-22_16;1.149573196
2010-05-22_17;1.282913402
2010-05-22_19;1.297915464
2010-05-22_20;1.260540206
2010-05-22_21;1.264272165
2010-05-22_22;1.387375258
2010-05-22_23;1.272070103
2010-05-23_00;1.035024742
2010-05-23_01;0.828235052
2010-05-23_02;0.683915464
2010-05-23_03;0.588280412
2010-05-23_04;0.53797732
2010-05-23_05;0.502257732
2010-05-23_06;0.500676289
2010-05-23_07;0.544445361
2010-05-23_08;0.671771134
2010-05-23_09;0.985270103
2010-05-23_10;1.265131959
2010-05-23_11;1.352624742
2010-05-23_12;1.457505155
2010-05-23_13;1.566870103
2010-05-23_14;1.382373196
2010-05-23_15;1.190424742
2010-05-23_16;1.150810309
2010-05-23_17;1.106173196
2010-05-23_18;1.086278351
2010-05-23_19;1.121321649
2010-05-23_20;1.147985567
2010-05-23_21;1.225865979
2010-05-23_22;1.472954639
2010-05-23_23;1.317274227
2010-05-24_00;1.049243299
2010-05-24_01;0.719148454
2010-05-24_02;0.589758763
2010-05-24_03;0.524802062
2010-05-24_04;0.49656701
2010-05-24_05;0.476971134
2010-05-24_06;0.511985567
2010-05-24_07;0.597129897
2010-05-24_08;0.867783505
2010-05-24_09;1.052259794
2010-05-24_10;1.118226804
2010-05-24_11;1.110901031
2010-05-24_12;1.171119588
2010-05-24_13;1.312835052
2010-05-24_14;1.149571134
2010-05-24_15;1.134286598
2010-05-24_16;1.257569072
2010-05-24_17;1.278065979
2010-05-24_18;1.338581443
2010-05-24_19;1.216764948
2010-05-24_20;1.245750515
2010-05-24_21;1.333985567
2010-05-24_22;1.457298969
2010-05-24_23;1.478325773
2010-05-25_00;1.061917526
2010-05-25_01;0.779818557
2010-05-25_02;0.601643299
2010-05-25_03;0.534424742
2010-05-25_04;0.501760825
2010-05-25_05;0.48254433
2010-05-25_06;0.521142268
2010-05-25_07;0.640917526
2010-05-25_08;0.943738144
2010-05-25_09;1.121346392
2010-05-25_10;1.062674227
2010-05-25_11;1.141472165
2010-05-25_12;1.133482474
2010-05-25_13;1.278385567
2010-05-25_14;1.231441237
2010-05-25_15;1.177428866
2010-05-25_16;1.226321649
2010-05-25_17;1.37034433
2010-05-25_18;1.370239175
2010-05-25_20;1.22965567
2010-05-25_21;1.26123299
2010-05-25_22;1.444643299
2010-05-26_00;1.050035052
2010-05-26_01;0.729263918
2010-05-26_02;0.574612371
2010-05-26_03;0.502874227
2010-05-26_04;0.476301031
2010-05-26_05;0.469
2010-05-26_06;0.511459794
2010-05-26_07;0.640063918
2010-05-26_09;1.087371134
2010-05-26_10;1.142839175
2010-05-26_11;1.124837113
2010-05-26_12;1.136507216
2010-05-26_13;1.319717526
2010-05-26_14;1.225030928
2010-05-26_15;1.239290722
2010-05-26_16;1.187938144
2010-05-26_17;1.278296907
2010-05-26_18;1.359705155
2010-05-26_20;1.260193814
2010-05-26_21;1.365521649
2010-05-26_22;1.437882474
2010-05-26_23;1.388323711
2010-05-27_00;1.108861856
2010-05-27_01;0.764080412
2010-05-27_02;0.60603299
2010-05-27_03;0.500917526
2010-05-27_04;0.464913402
2010-05-27_05;0.464373196
2010-05-27_06;0.503630928
2010-05-27_08;0.953428866
2010-05-27_09;1.060175258
2010-05-27_10;1.087348454
2010-05-27_11;1.079179381
2010-05-27_12;1.156872165
2010-05-27_13;1.306503093
2010-05-27_14;1.215006186
2010-05-27_15;1.173690722
2010-05-27_16;1.223921649
2010-05-27_17;1.296072165
2010-05-27_18;1.422451546
2010-05-27_19;1.290942268
2010-05-27_20;1.214173196
2010-05-27_21;1.281637113
2010-05-27_22;1.474439175
2010-05-27_23;1.407956701
2010-05-28_00;1.150253608
2010-05-28_01;0.807336082
2010-05-28_02;0.616443299
2010-05-28_03;0.517948454
2010-05-28_04;0.479812371
2010-05-28_05;0.474686598
2010-05-28_06;0.542680412
2010-05-28_07;0.613276289
2010-05-28_08;0.916216495
2010-05-28_09;1.129146392
2010-05-28_10;1.11005567
2010-05-28_11;1.105876289
2010-05-28_12;1.169352577
2010-05-28_13;1.252921649
2010-05-28_14;1.1926
2010-05-28_15;1.256769072
2010-05-28_16;1.346575258
2010-05-28_17;1.256919588
2010-05-28_18;1.336647423
2010-05-28_19;1.238591753
2010-05-28_20;1.190870103
2010-05-28_21;1.348002062
2010-05-28_22;1.482208247
2010-05-28_23;1.455690722
2010-05-29_00;1.152847423
2010-05-29_01;0.836814433
2010-05-29_02;0.644041237
2010-05-29_03;0.560364948
2010-05-29_04;0.507389691
2010-05-29_05;0.500727835
2010-05-29_06;0.516948454
2010-05-29_07;0.552070103
2010-05-29_08;0.723620619
2010-05-29_09;0.936952577
2010-05-29_10;1.244934021
2010-05-29_11;1.374105155
2010-05-29_12;1.412090722
2010-05-29_13;1.530459794
2010-05-29_14;1.543187629
2010-05-29_15;1.437303093
2010-05-29_16;1.349764948
2010-05-29_17;1.26857732
2010-05-29_18;1.377569072
2010-05-29_19;1.420791753
2010-05-29_20;1.331197938
2010-05-29_21;1.361039175
2010-05-29_22;1.381989691
2010-05-29_23;1.26102268
2010-05-30_00;1.050035052
2010-05-30_01;0.831059794
2010-05-30_02;0.702797938
2010-05-30_03;0.577676289
2010-05-30_04;0.512925773
2010-05-30_05;0.488756701
2010-05-30_06;0.456490722
2010-05-30_07;0.510136082
2010-05-30_08;0.645263918
2010-05-30_09;0.90076701
2010-05-30_10;1.124562887
2010-05-30_11;1.315342268
2010-05-30_12;1.687364948
2010-05-30_13;1.752292784
2010-05-30_14;1.680185567
2010-05-30_15;1.558212371
2010-05-30_16;1.397103093
2010-05-30_17;1.303845361
2010-05-30_18;1.238486598
2010-05-30_19;1.211993814
2010-05-30_20;1.366257732
2010-05-30_21;1.422583505
2010-05-30_22;1.424457732
2010-05-30_23;1.361101031
2010-05-31_00;1.06868866
2010-05-31_01;0.72022268
2010-05-31_02;0.577587629
2010-05-31_03;0.489074227
2010-05-31_04;0.460534021
2010-05-31_05;0.445080412
2010-05-31_06;0.488657732
2010-05-31_07;0.589952577
2010-05-31_08;0.944624742
2010-05-31_09;1.05874433
2010-05-31_10;1.085284536
2010-05-31_11;1.129851546
2010-05-31_12;1.268942268
2010-05-31_14;1.278818557
2010-05-31_15;1.312249485
2010-05-31_16;1.332210309
2010-05-31_17;1.38717732
2010-05-31_18;1.43276701
2010-05-31_19;1.440449485
2010-05-31_20;1.385016495
2010-05-31_21;1.447742268
2010-05-31_22;1.522779381
2010-05-31_23;1.416863918
2010-06-01_00;1.105635052
2010-06-01_01;0.711323711
2010-06-01_02;0.567494845
2010-06-01_03;0.493913402
2010-06-01_05;0.446546392
2010-06-01_06;0.476465979
2010-06-01_07;0.605131959
2010-06-01_09;1.080362887
2010-06-01_10;1.0804
2010-06-01_11;1.164517526
2010-06-01_12;1.140692784
2010-06-01_13;1.263962887
2010-06-01_14;1.226587629
2010-06-01_15;1.26822268
2010-06-01_16;1.2802
2010-06-01_17;1.330657732
2010-06-01_18;1.348787629
2010-06-01_19;1.276756701
2010-06-01_20;1.256663918
2010-06-01_21;1.265
2010-06-01_22;1.381490722
2010-06-01_23;1.466597938
2010-06-02_00;1.156181443
2010-06-02_01;0.788795876
2010-06-02_02;0.622595876
2010-06-02_03;0.503620619
2010-06-02_04;0.467148454
2010-06-02_06;0.46568866
2010-06-02_07;0.640863918
2010-06-02_08;0.934865979
2010-06-02_09;1.095628866
2010-06-02_10;1.19745567
2010-06-02_11;1.166610309
2010-06-02_12;1.25217732
2010-06-02_13;1.352202062
2010-06-02_14;1.270649485
2010-06-02_15;1.291981443
2010-06-02_16;1.205635052
2010-06-02_17;1.223828866
2010-06-02_18;1.212843299
2010-06-02_19;1.205313402
2010-06-02_20;1.214160825
2010-06-02_21;1.315797938
2010-06-02_22;1.437478351
2010-06-02_23;1.525375258
2010-06-03_00;1.089721649
2010-06-03_01;0.752024742
2010-06-03_02;0.584653608
2010-06-03_03;0.520975258
2010-06-03_04;0.470668041
2010-06-03_05;0.453059794
2010-06-03_06;0.501173196
2010-06-03_07;0.598076289
2010-06-03_09;1.102012371
2010-06-03_12;1.160853608
2010-06-03_13;1.341754639
2010-06-03_14;1.145635052
2010-06-03_15;1.18197732
2010-06-03_16;1.252346392
2010-06-03_17;1.29677732
2010-06-03_18;1.292523711
2010-06-03_19;1.315342268
2010-06-03_20;1.24714433
2010-06-03_21;1.266713402
2010-06-03_22;1.416802062
2010-06-03_23;1.402086598
2010-06-04_00;1.119925773
2010-06-04_01;0.793257732
2010-06-04_02;0.645981443
2010-06-04_03;0.553740206
2010-06-04_04;0.500162887
2010-06-04_05;0.48814433
2010-06-04_06;0.518742268
2010-06-04_07;0.676614433
2010-06-04_08;0.958051546
2010-06-04_10;1.090663918
2010-06-04_12;1.170220619
2010-06-04_13;1.386204124
2010-06-04_15;1.170068041
2010-06-04_16;1.227583505
2010-06-04_17;1.175960825
2010-06-04_18;1.259769072
2010-06-04_19;1.190220619
2010-06-04_20;1.161647423
2010-06-04_21;1.235649485
2010-06-04_22;1.393342268
2010-06-05_00;1.096837113
2010-06-05_01;0.80222268
2010-06-05_02;0.634938144
2010-06-05_03;0.561581443
2010-06-05_04;0.498678351
2010-06-05_05;0.466004124
2010-06-05_06;0.500901031
2010-06-05_07;0.582604124
2010-06-05_08;0.706189691
2010-06-05_09;1.010323711
2010-06-05_11;1.397325773
2010-06-05_12;1.329303093
2010-06-05_13;1.358525773
2010-06-05_14;1.349169072
2010-06-05_15;1.273750515
2010-06-05_16;1.191509278
2010-06-05_17;1.127962887
2010-06-05_18;1.303509278
2010-06-05_19;1.329309278
2010-06-05_20;1.310903093
2010-06-05_21;1.312542268
2010-06-05_22;1.419950515
2010-06-05_23;1.334224742
2010-06-06_00;1.07317732
2010-06-06_01;0.804086598
