ds;y
2009-10-25_17;1.485167689
2009-10-25_18;1.796198364
2009-10-25_19;1.831006135
2009-10-25_20;1.815856851
2009-10-25_21;1.660137014
2009-10-25_22;1.463832311
2009-10-25_23;1.269805726
2009-10-26_00;0.981139059
2009-10-26_01;0.729423313
2009-10-26_02;0.622799591
2009-10-26_03;0.562881391
2009-10-26_04;0.547464213
2009-10-26_05;0.514899796
2009-10-26_06;0.518961145
2009-10-26_07;0.582617587
2009-10-26_08;0.717631902
2009-10-26_09;0.982243354
2009-10-26_10;1.248703476
2009-10-26_11;1.510725971
2009-10-26_12;1.69309816
2009-10-26_13;1.85694683
2009-10-26_14;1.700570552
2009-10-26_15;1.55409816
2009-10-26_16;1.541034765
2009-10-26_17;1.648799591
2009-10-26_18;1.960147239
2009-10-26_19;1.884674847
2009-10-26_20;1.808505112
2009-10-26_21;1.716237219
2009-10-26_22;1.545402863
2009-10-27_00;1.005038855
2009-10-27_01;0.678118609
2009-10-27_02;0.573517382
2009-10-27_03;0.530235174
2009-10-27_04;0.49100409
2009-10-27_05;0.501167689
2009-10-27_06;0.54892638
2009-10-27_07;0.659916155
2009-10-27_08;0.906355828
2009-10-27_09;1.126173824
2009-10-27_10;1.362192229
2009-10-27_11;1.471255624
2009-10-27_12;1.512261759
2009-10-27_13;1.654186094
2009-10-27_14;1.538323108
2009-10-27_15;1.50296728
2009-10-27_16;1.564705521
2009-10-27_17;1.784151329
2009-10-27_18;1.953658487
2009-10-27_19;1.908267894
2009-10-27_20;1.802
2009-10-27_21;1.749940695
2009-10-27_22;1.669488753
2009-10-27_23;1.464840491
2009-10-28_00;1.081347648
2009-10-28_01;0.751642127
2009-10-28_02;0.586527607
2009-10-28_03;0.531537832
2009-10-28_04;0.49906953
2009-10-28_05;0.496828221
2009-10-28_06;0.573605317
2009-10-28_07;0.678194274
2009-10-28_08;0.906026585
2009-10-28_09;1.10992638
2009-10-28_10;1.277458078
2009-10-28_11;1.425361963
2009-10-28_12;1.492204499
2009-10-28_14;1.423470348
2009-10-28_15;1.309607362
2009-10-28_16;1.385787321
2009-10-28_17;1.647609407
2009-10-28_18;2.172862986
2009-10-28_19;2.033756646
2009-10-28_20;1.873799591
2009-10-28_21;1.86009816
2009-10-28_22;1.704466258
2009-10-28_23;1.451605317
2009-10-29_00;1.099447853
2009-10-29_01;0.760501022
2009-10-29_02;0.590210634
2009-10-29_03;0.521631902
2009-10-29_04;0.501944785
2009-10-29_05;0.499357873
2009-10-29_06;0.512560327
2009-10-29_07;0.637562372
2009-10-29_08;0.889505112
2009-10-29_09;1.242550102
2009-10-29_10;1.323503067
2009-10-29_12;1.469646217
2009-10-29_13;1.562496933
2009-10-29_14;1.510969325
2009-10-29_15;1.485447853
2009-10-29_16;1.563355828
2009-10-29_17;1.727355828
2009-10-29_18;2.05106953
2009-10-29_19;1.974
2009-10-29_20;1.842458078
2009-10-29_21;1.804564417
2009-10-29_22;1.686243354
2009-10-29_23;1.413617587
2009-10-30_00;1.160850716
2009-10-30_01;0.776568507
2009-10-30_02;0.614723926
2009-10-30_03;0.534417178
2009-10-30_04;0.513666667
2009-10-30_05;0.491366053
2009-10-30_06;0.534092025
2009-10-30_07;0.656218814
2009-10-30_08;0.905809816
2009-10-30_09;1.111382413
2009-10-30_10;1.236126789
2009-10-30_11;1.359773006
2009-10-30_12;1.480787321
2009-10-30_13;1.642464213
2009-10-30_14;1.574936605
2009-10-30_15;1.536613497
2009-10-30_16;1.48503272
2009-10-30_17;1.695010225
2009-10-30_18;1.988844581
2009-10-30_19;1.9260409
2009-10-30_20;1.853392638
2009-10-30_21;1.828392638
2009-10-30_22;1.639171779
2009-10-30_23;1.445108384
2009-10-31_00;1.190331288
2009-10-31_01;0.883018405
2009-10-31_02;0.696674847
2009-10-31_03;0.59593456
2009-10-31_04;0.537476483
2009-10-31_06;0.527703476
2009-10-31_07;0.571392638
2009-10-31_08;0.708231084
2009-10-31_09;1.012558282
2009-10-31_10;1.315222904
2009-10-31_11;1.484670757
2009-10-31_12;1.696153374
2009-10-31_13;1.887302658
2009-10-31_14;1.610415133
2009-10-31_15;1.50791411
2009-10-31_16;1.656314928
2009-10-31_17;1.913883436
2009-10-31_19;1.981836401
2009-10-31_20;1.788844581
2009-10-31_22;1.649838446
2009-10-31_23;1.455899796
2009-11-01_00;1.100239264
2009-11-01_01;0.903597137
2009-11-01_02;0.736298569
2009-11-01_03;0.606762781
2009-11-01_04;0.559985685
2009-11-01_05;0.527341513
2009-11-01_06;0.52891411
2009-11-01_07;0.569411043
2009-11-01_08;0.658339468
2009-11-01_09;0.887721881
2009-11-01_10;1.163631902
2009-11-01_11;1.393306748
2009-11-01_12;1.734615542
2009-11-01_13;1.943662577
2009-11-01_14;1.818689162
2009-11-01_15;1.622310838
2009-11-01_16;1.541173824
2009-11-01_17;1.634977505
2009-11-01_19;1.971850716
2009-11-01_20;1.876310838
2009-11-01_21;1.792887526
2009-11-01_22;1.760797546
2009-11-01_23;1.386513292
2009-11-02_00;1.034128834
2009-11-02_01;0.696554192
2009-11-02_02;0.563621677
2009-11-02_03;0.501413088
2009-11-02_04;0.478251534
2009-11-02_05;0.481137014
2009-11-02_06;0.526051125
2009-11-02_07;0.688353783
2009-11-02_08;1.09795092
2009-11-02_09;1.190124744
2009-11-02_10;1.259006135
2009-11-02_11;1.296188139
2009-11-02_12;1.384237219
2009-11-02_13;1.421607362
2009-11-02_14;1.446719836
2009-11-02_15;1.480239264
2009-11-02_16;1.707374233
2009-11-02_17;1.940777096
2009-11-02_18;2.134398773
2009-11-02_19;2.044378323
2009-11-02_20;1.885361963
2009-11-02_21;1.896114519
2009-11-02_22;1.696496933
2009-11-02_23;1.475707566
2009-11-03_00;1.022552147
2009-11-03_01;0.685619632
2009-11-03_02;0.553858896
2009-11-03_03;0.494723926
2009-11-03_04;0.471396728
2009-11-03_05;0.471194274
2009-11-03_06;0.497372188
2009-11-03_07;0.670766871
2009-11-03_08;1.035546012
2009-11-03_09;1.18700409
2009-11-03_10;1.218182004
2009-11-03_11;1.06106953
2009-11-03_12;1.312067485
2009-11-03_13;1.430860941
2009-11-03_14;1.321492843
2009-11-03_15;1.404936605
2009-11-03_16;1.556075665
2009-11-03_17;1.815316973
2009-11-03_18;2.021269939
2009-11-03_19;2.031382413
2009-11-03_20;1.965202454
2009-11-03_21;1.90103272
2009-11-03_22;1.778558282
2009-11-03_23;1.512756646
2009-11-04_00;1.060631902
2009-11-04_02;0.555760736
2009-11-04_03;0.500740286
2009-11-04_04;0.484517382
2009-11-04_05;0.477294479
2009-11-04_06;0.510415133
2009-11-04_07;0.729638037
2009-11-04_08;1.075359918
2009-11-04_09;1.155276074
2009-11-04_10;1.246453988
2009-11-04_11;1.311993865
2009-11-04_12;1.32894683
2009-11-04_13;1.551425358
2009-11-04_14;1.41693047
2009-11-04_16;1.666509202
2009-11-04_17;1.80894274
2009-11-04_18;2.208599182
2009-11-04_19;2.08301636
2009-11-04_20;1.916572597
2009-11-04_22;1.764212679
2009-11-04_23;1.459253579
2009-11-05_00;1.027595092
2009-11-05_01;0.733836401
2009-11-05_02;0.594226994
2009-11-05_03;0.539482618
2009-11-05_04;0.494885481
2009-11-05_06;0.519531697
2009-11-05_07;0.673957055
2009-11-05_08;1.094685072
2009-11-05_10;1.196997955
2009-11-05_11;1.199233129
2009-11-05_12;1.316359918
2009-11-05_13;1.491550102
2009-11-05_14;1.404828221
2009-11-05_15;1.39794683
2009-11-05_16;1.490558282
2009-11-05_17;1.720854806
2009-11-05_18;2.081756646
2009-11-05_19;2.084492843
2009-11-05_20;1.854392638
2009-11-05_21;1.848149284
2009-11-05_22;1.75103272
2009-11-05_23;1.434257669
2009-11-06_00;1.117666667
2009-11-06_01;0.733051125
2009-11-06_02;0.566476483
2009-11-06_03;0.525087935
2009-11-06_04;0.491417178
2009-11-06_06;0.508576687
2009-11-06_07;0.699214724
2009-11-06_08;1.089294479
2009-11-06_09;1.250229039
2009-11-06_10;1.244345603
2009-11-06_11;1.218701431
2009-11-06_12;1.35094683
2009-11-06_13;1.474503067
2009-11-06_14;1.366400818
2009-11-06_15;1.460738241
2009-11-06_16;1.459370143
2009-11-06_17;1.781572597
2009-11-06_19;2.031404908
2009-11-06_20;1.869854806
2009-11-06_21;1.785196319
2009-11-06_22;1.670879346
2009-11-06_23;1.546697342
2009-11-07_00;1.165437628
2009-11-07_02;0.687940695
2009-11-07_03;0.574417178
2009-11-07_04;0.530102249
2009-11-07_05;0.491220859
2009-11-07_06;0.504635992
2009-11-07_07;0.570560327
2009-11-07_08;0.669858896
2009-11-07_09;1.025527607
2009-11-07_10;1.322063395
2009-11-07_11;1.602957055
2009-11-07_12;1.744106339
2009-11-07_13;1.98591002
2009-11-07_14;1.804208589
2009-11-07_15;1.750200409
2009-11-07_17;1.953752556
2009-11-07_18;2.32195501
2009-11-07_19;2.160701431
2009-11-07_20;1.959071575
2009-11-07_21;1.797916155
2009-11-07_22;1.716605317
2009-11-07_23;1.491515337
2009-11-08_00;1.081010225
2009-11-08_01;0.853212679
2009-11-08_02;0.697306748
2009-11-08_03;0.591226994
2009-11-08_04;0.541067485
2009-11-08_05;0.506664622
2009-11-08_06;0.497478528
2009-11-08_07;0.524108384
2009-11-08_08;0.686781186
2009-11-08_09;0.972985685
2009-11-08_10;1.251190184
2009-11-08_11;1.54594274
2009-11-08_12;1.826059305
2009-11-08_13;1.978343558
2009-11-08_14;1.734621677
2009-11-08_15;1.560329243
2009-11-08_16;1.467717791
2009-11-08_17;1.628265849
2009-11-08_18;1.901298569
2009-11-08_19;1.951323108
2009-11-08_21;1.77501636
2009-11-08_22;1.719
2009-11-08_23;1.42508998
2009-11-09_00;0.995145194
2009-11-09_01;0.699766871
2009-11-09_02;0.556104294
2009-11-09_03;0.511382413
2009-11-09_04;0.478719836
2009-11-09_05;0.479756646
2009-11-09_06;0.496304703
2009-11-09_07;0.667226994
2009-11-09_08;1.094887526
2009-11-09_09;1.200406953
2009-11-09_10;1.287564417
2009-11-09_11;1.284676892
2009-11-09_12;1.346280164
2009-11-09_13;1.521993865
2009-11-09_14;1.590515337
2009-11-09_15;1.575826176
2009-11-09_16;1.680764826
2009-11-09_17;2.026443763
2009-11-09_18;2.188204499
2009-11-09_19;2.151241309
2009-11-09_20;2.046175869
2009-11-09_21;1.936562372
2009-11-09_22;1.769329243
2009-11-09_23;1.428343558
2009-11-10_00;1.072762295
2009-11-10_01;0.726
2009-11-10_02;0.584327869
2009-11-10_03;0.521405738
2009-11-10_04;0.493661885
2009-11-10_06;0.531473361
2009-11-10_07;0.701036885
2009-11-10_08;1.092139344
2009-11-10_09;1.230161885
2009-11-10_10;1.157737705
2009-11-10_11;1.175897541
2009-11-10_12;1.258557377
2009-11-10_13;1.349530738
2009-11-10_14;1.277366803
2009-11-10_15;1.315508197
2009-11-10_16;1.478706967
2009-11-10_17;1.847342213
2009-11-10_19;2.018192623
2009-11-10_20;1.920157787
2009-11-10_21;1.918813525
2009-11-10_22;1.81079918
2009-11-10_23;1.580911885
2009-11-11_00;1.09242418
2009-11-11_01;0.737368852
2009-11-11_03;0.511965164
2009-11-11_04;0.493971311
2009-11-11_05;0.479563525
2009-11-11_07;0.719616803
2009-11-11_08;1.129108607
2009-11-11_09;1.257594262
2009-11-11_11;1.157393443
2009-11-11_12;1.247631148
2009-11-11_13;1.469059426
2009-11-11_14;1.421938525
2009-11-11_15;1.467352459
2009-11-11_16;1.776567623
2009-11-11_17;2.043165984
2009-11-11_18;2.169608607
2009-11-11_19;1.997940574
2009-11-11_20;1.987627049
2009-11-11_21;1.882290984
2009-11-11_22;1.828629098
2009-11-11_23;1.537622951
2009-11-12_00;1.107807771
2009-11-12_01;0.739406953
2009-11-12_02;0.577511247
2009-11-12_03;0.504464213
2009-11-12_04;0.47607771
2009-11-12_05;0.487319018
2009-11-12_06;0.547314928
2009-11-12_07;0.747460123
2009-11-12_08;1.107985685
2009-11-12_09;1.222525562
2009-11-12_10;1.277674847
2009-11-12_11;1.281288344
2009-11-12_12;1.335370143
2009-11-12_13;1.513445808
2009-11-12_14;1.355108384
2009-11-12_16;1.472638037
2009-11-12_18;2.059447853
2009-11-12_19;2.022670757
2009-11-12_20;1.890280164
2009-11-12_21;1.84304499
2009-11-12_22;1.783374233
2009-11-12_23;1.485067485
2009-11-13_00;1.150435583
2009-11-13_01;0.767261759
2009-11-13_02;0.605546012
2009-11-13_03;0.532079755
2009-11-13_04;0.500243354
2009-11-13_05;0.488783231
2009-11-13_08;1.138770961
2009-11-13_09;1.243130879
2009-11-13_10;1.203222904
2009-11-13_11;1.160744376
2009-11-13_12;1.277521472
2009-11-13_13;1.387509202
2009-11-13_14;1.320341513
2009-11-13_15;1.454026585
2009-11-13_16;1.704867076
2009-11-13_17;2.010572597
2009-11-13_18;2.127515337
2009-11-13_19;2.008229039
2009-11-13_20;1.889885481
2009-11-13_21;1.827605317
2009-11-13_22;1.724370143
2009-11-13_23;1.533836401
2009-11-14_00;1.281059305
2009-11-14_01;0.886466258
2009-11-14_02;0.700243354
2009-11-14_03;0.558715746
2009-11-14_04;0.517781186
2009-11-14_05;0.505981595
2009-11-14_06;0.516462168
2009-11-14_07;0.559550102
2009-11-14_08;0.735912065
2009-11-14_09;1.122042945
2009-11-14_10;1.383378323
2009-11-14_11;1.523977505
2009-11-14_12;1.610858896
2009-11-14_13;1.766775051
2009-11-14_14;1.766773006
2009-11-14_15;1.720699387
2009-11-14_16;1.712721881
2009-11-14_17;2.035842536
2009-11-14_18;2.279836401
2009-11-14_19;2.185820041
2009-11-14_20;1.976517382
2009-11-14_21;1.826204499
2009-11-14_22;1.69003681
2009-11-14_23;1.541924335
2009-11-15_00;1.149433538
2009-11-15_02;0.698591002
2009-11-15_03;0.600458078
2009-11-15_04;0.533083845
2009-11-15_05;0.511822086
2009-11-15_06;0.506773006
2009-11-15_07;0.549599182
2009-11-15_08;0.653235174
2009-11-15_09;0.924010225
2009-11-15_10;1.333263804
2009-11-15_11;1.614492843
2009-11-15_12;1.760850716
2009-11-15_13;1.920791411
2009-11-15_14;1.78298773
2009-11-15_15;1.594435583
2009-11-15_16;1.702797546
2009-11-15_18;2.052394683
2009-11-15_19;1.936664622
2009-11-15_20;1.873364008
2009-11-15_21;1.795586912
2009-11-15_22;1.666517382
2009-11-15_23;1.448233129
2009-11-16_00;1.06002454
2009-11-16_01;0.707357873
2009-11-16_02;0.579372188
2009-11-16_03;0.50499182
2009-11-16_04;0.468267894
2009-11-16_05;0.488453988
2009-11-16_06;0.504294479
2009-11-16_07;0.697897751
2009-11-16_08;1.059717791
2009-11-16_09;1.209832311
2009-11-16_10;1.261110429
2009-11-16_11;1.247364008
2009-11-16_12;1.394474438
2009-11-16_13;1.538519427
2009-11-16_14;1.466580777
2009-11-16_15;1.55094274
2009-11-16_16;1.537969325
2009-11-16_17;1.964451943
2009-11-16_18;2.127756646
2009-11-16_19;2.064306748
2009-11-16_20;1.953423313
2009-11-16_21;1.899116564
2009-11-16_23;1.493323108
2009-11-17_00;1.060443763
2009-11-17_01;0.720190184
2009-11-17_02;0.569372188
2009-11-17_03;0.531860941
2009-11-17_04;0.503619632
2009-11-17_05;0.503566462
2009-11-17_06;0.535539877
2009-11-17_07;0.699582822
2009-11-17_08;1.11809407
2009-11-17_09;1.225613497
2009-11-17_10;1.238237219
2009-11-17_11;1.296648262
2009-11-17_12;1.428989775
2009-11-17_13;1.578462168
2009-11-17_14;1.504781186
2009-11-17_15;1.560617587
2009-11-17_16;1.647443763
2009-11-17_17;2.064257669
2009-11-17_18;2.214736196
2009-11-17_19;2.089116564
2009-11-17_20;1.992184049
2009-11-17_21;1.93509407
2009-11-17_22;1.833269939
2009-11-17_23;1.520746421
2009-11-18_00;1.050419223
2009-11-18_01;0.727865031
2009-11-18_02;0.567147239
2009-11-18_03;0.487063395
2009-11-18_05;0.479948875
2009-11-18_06;0.513128834
2009-11-18_07;0.707353783
2009-11-18_08;1.068952965
2009-11-18_09;1.254505112
2009-11-18_10;1.293728016
2009-11-18_11;1.35099182
2009-11-18_12;1.410887526
2009-11-18_13;1.634867076
2009-11-18_14;1.535738241
2009-11-18_15;1.503014315
2009-11-18_16;1.759124744
2009-11-18_17;2.204871166
2009-11-18_18;2.261603272
2009-11-18_19;2.063439673
2009-11-18_21;1.803523517
2009-11-18_22;1.676417178
2009-11-18_23;1.56609407
2009-11-19_00;1.061372188
2009-11-19_01;0.729662577
2009-11-19_02;0.574169734
2009-11-19_03;0.525200409
2009-11-19_04;0.48490593
2009-11-19_05;0.484564417
2009-11-19_06;0.510762781
2009-11-19_07;0.681425358
2009-11-19_08;1.048269939
2009-11-19_09;1.200396728
2009-11-19_10;1.199173824
2009-11-19_11;1.361676892
2009-11-19_12;1.435222904
2009-11-19_13;1.602096115
2009-11-19_14;1.567132924
2009-11-19_15;1.65302863
2009-11-19_16;1.826327198
2009-11-19_17;2.08796319
2009-11-19_18;2.152674847
2009-11-19_19;1.967306748
2009-11-19_21;1.930417178
2009-11-19_22;1.779482618
2009-11-19_23;1.559265849
2009-11-20_00;1.163595092
2009-11-20_01;0.784274029
2009-11-20_02;0.623464213
2009-11-20_03;0.530190184
2009-11-20_04;0.49896728
2009-11-20_05;0.509989775
2009-11-20_06;0.549042945
2009-11-20_07;0.673087935
2009-11-20_08;1.06009816
2009-11-20_09;1.258257669
2009-11-20_10;1.338713701
2009-11-20_11;1.257961145
2009-11-20_12;1.377678937
2009-11-20_13;1.475435583
2009-11-20_14;1.388480573
2009-11-20_15;1.430128834
2009-11-20_16;1.628443763
2009-11-20_17;2.074574642
2009-11-20_18;2.1990409
2009-11-20_19;2.115343558
2009-11-20_20;1.93805317
2009-11-20_21;1.796163599
2009-11-20_22;1.714789366
2009-11-20_23;1.5450409
2009-11-21_00;1.192760736
2009-11-21_01;0.866940695
2009-11-21_02;0.661155419
2009-11-21_03;0.549184049
2009-11-21_04;0.493862986
2009-11-21_05;0.490353783
2009-11-21_06;0.524760736
2009-11-21_07;0.578599182
2009-11-21_08;0.733182004
2009-11-21_09;0.983566462
2009-11-21_11;1.492282209
2009-11-21_12;1.755047035
2009-11-21_14;1.799165644
2009-11-21_15;1.767214724
2009-11-21_16;1.737985685
2009-11-21_17;2.011447853
2009-11-21_18;2.206280164
2009-11-21_19;2.130658487
2009-11-21_20;1.951815951
2009-11-21_21;1.839182004
2009-11-21_22;1.717096115
2009-11-21_23;1.437879346
2009-11-22_00;1.134165644
2009-11-22_01;0.873149284
2009-11-22_02;0.706202454
2009-11-22_03;0.613353783
2009-11-22_04;0.534552147
2009-11-22_05;0.512734151
2009-11-22_06;0.515672802
2009-11-22_07;0.552462168
2009-11-22_08;0.614558282
2009-11-22_09;0.910110429
2009-11-22_10;1.27690593
2009-11-22_11;1.576860941
2009-11-22_12;1.835006135
2009-11-22_13;2.038773006
2009-11-22_14;1.851797546
2009-11-22_15;1.692319018
2009-11-22_16;1.602531697
2009-11-22_17;1.830134969
2009-11-22_18;1.960284254
2009-11-22_19;1.957355828
2009-11-22_20;1.937885481
2009-11-22_21;1.9079182
2009-11-22_22;1.752059305
2009-11-22_23;1.47901636
2009-11-23_00;1.131752556
2009-11-23_01;0.79705726
2009-11-23_02;0.625143149
2009-11-23_03;0.544269939
2009-11-23_04;0.494977505
2009-11-23_05;0.497635992
2009-11-23_06;0.537100204
2009-11-23_07;0.667022495
2009-11-23_08;1.107259714
2009-11-23_09;1.206296524
2009-11-23_10;1.30797955
2009-11-23_11;1.288566462
2009-11-23_13;1.665807771
2009-11-23_14;1.545218814
2009-11-23_15;1.566762781
2009-11-23_16;1.755572597
2009-11-23_17;2.114732106
2009-11-23_18;2.232989775
2009-11-23_19;2.105517382
2009-11-23_20;1.936
2009-11-23_21;1.845030675
2009-11-23_22;1.727989775
2009-11-23_23;1.570562372
2009-11-24_00;1.175079755
2009-11-24_01;0.813380368
2009-11-24_02;0.619141104
2009-11-24_03;0.533480573
2009-11-24_04;0.490198364
2009-11-24_05;0.50990593
2009-11-24_06;0.512241309
2009-11-24_07;0.603149284
2009-11-24_08;0.806881391
2009-11-24_09;1.118116564
2009-11-24_10;1.285705521
2009-11-24_11;1.390498978
2009-11-24_13;1.796468303
2009-11-24_14;1.779646217
2009-11-24_15;1.695038855
2009-11-24_16;1.757231084
2009-11-24_17;2.014719836
2009-11-24_18;2.192503067
2009-11-24_19;2.1389182
2009-11-24_20;2.002709611
2009-11-24_21;1.98705317
2009-11-24_22;1.804261759
2009-11-24_23;1.542805726
2009-11-25_00;1.159132924
2009-11-25_01;0.790237219
2009-11-25_02;0.63295092
2009-11-25_03;0.512744376
2009-11-25_04;0.476396728
2009-11-25_05;0.474709611
2009-11-25_06;0.534329243
2009-11-25_07;0.698666667
2009-11-25_08;1.089202454
2009-11-25_09;1.212137014
2009-11-25_11;1.29596319
2009-11-25_12;1.39104499
2009-11-25_13;1.646705521
2009-11-25_14;1.433932515
2009-11-25_15;1.424807771
2009-11-25_16;1.628206544
2009-11-25_17;2.096118609
2009-11-25_18;2.148451943
2009-11-25_19;1.972574642
2009-11-25_20;2.076141104
2009-11-25_21;1.904807771
2009-11-25_22;1.791443763
2009-11-25_23;1.578327198
2009-11-26_00;1.121850716
2009-11-26_01;0.764494888
2009-11-26_02;0.601644172
2009-11-26_03;0.521570552
2009-11-26_04;0.490018405
2009-11-26_05;0.505893661
2009-11-26_06;0.51700409
2009-11-26_07;0.670229039
2009-11-26_08;1.099486708
2009-11-26_09;1.197390593
2009-11-26_10;1.201087935
2009-11-26_11;1.275006135
2009-11-26_12;1.287445808
2009-11-26_13;1.528858896
2009-11-26_14;1.418725971
2009-11-26_15;1.368214724
2009-11-26_16;1.684977505
2009-11-26_17;2.056267894
2009-11-26_18;2.14005726
2009-11-26_19;2.136965235
2009-11-26_21;1.825685072
2009-11-26_22;1.77092638
2009-11-26_23;1.550840491
2009-11-27_00;1.230130879
2009-11-27_01;0.773578732
2009-11-27_02;0.593597137
2009-11-27_03;0.515989775
2009-11-27_04;0.478658487
2009-11-27_05;0.497231084
2009-11-27_06;0.54891002
2009-11-27_07;0.686280164
2009-11-27_08;1.080378323
2009-11-27_09;1.248646217
2009-11-27_10;1.293895706
2009-11-27_11;1.290509202
2009-11-27_12;1.379807771
2009-11-27_13;1.487321063
2009-11-27_14;1.495331288
2009-11-27_15;1.477889571
2009-11-27_16;1.764198364
2009-11-27_17;2.024470348
2009-11-27_18;2.289051125
2009-11-27_20;1.993464213
2009-11-27_21;1.878118609
2009-11-27_22;1.67803681
2009-11-27_23;1.511484663
2009-11-28_00;1.306940695
2009-11-28_01;0.96701636
2009-11-28_02;0.740353783
2009-11-28_03;0.598075665
2009-11-28_04;0.554468303
2009-11-28_05;0.532601227
2009-11-28_06;0.553413088
2009-11-28_07;0.583404908
2009-11-28_08;0.728644172
2009-11-28_09;1.100576687
2009-11-28_10;1.290756646
2009-11-28_11;1.466092025
2009-11-28_12;1.74500409
2009-11-28_13;1.948648262
2009-11-28_14;1.958539877
2009-11-28_15;1.772944785
2009-11-28_16;1.780721881
2009-11-28_17;2.132498978
2009-11-28_18;2.394961145
2009-11-28_19;2.332435583
2009-11-28_20;2.059374233
2009-11-28_21;1.883134969
2009-11-28_22;1.761754601
2009-11-29_00;1.243364008
2009-11-29_01;0.947106339
2009-11-29_02;0.75703272
2009-11-29_03;0.641241309
2009-11-29_05;0.517343558
2009-11-29_06;0.528335378
2009-11-29_07;0.577341513
2009-11-29_08;0.672860941
2009-11-29_09;0.982376278
2009-11-29_10;1.393621677
2009-11-29_11;1.667055215
2009-11-29_12;1.947047035
2009-11-29_13;2.183447853
2009-11-29_14;2.083167689
2009-11-29_15;1.943006135
2009-11-29_17;2.021817996
2009-11-29_18;2.160167689
2009-11-29_19;2.085638037
2009-11-29_20;2.034640082
2009-11-29_22;1.83696319
2009-11-29_23;1.532670757
2009-11-30_00;1.18002863
2009-11-30_01;0.792257669
2009-11-30_02;0.642858896
2009-11-30_03;0.550607362
2009-11-30_04;0.528261759
2009-11-30_05;0.520175869
2009-11-30_06;0.545828221
2009-11-30_07;0.722756646
2009-11-30_08;1.161815951
2009-11-30_09;1.285051125
2009-11-30_10;1.320366053
2009-11-30_11;1.389147239
2009-11-30_12;1.427382413
2009-11-30_13;1.703366053
2009-11-30_14;1.633026585
2009-11-30_15;1.534404908
2009-11-30_16;1.685251534
2009-11-30_17;2.148826176
2009-11-30_18;2.219670757
2009-11-30_19;2.097785276
2009-11-30_20;2.064932515
2009-11-30_21;2.068314928
2009-11-30_22;1.954936605
2009-11-30_23;1.654640082
2009-12-01_00;1.14796728
2009-12-01_01;0.796813906
2009-12-01_02;0.631840491
2009-12-01_03;0.554177914
2009-12-01_04;0.525631902
2009-12-01_05;0.530014315
2009-12-01_06;0.564552147
2009-12-01_07;0.758738241
2009-12-01_08;1.231327198
2009-12-01_09;1.381296524
2009-12-01_11;1.361795501
2009-12-01_12;1.461243354
2009-12-01_13;1.657427403
2009-12-01_15;1.591280164
2009-12-01_16;1.824527607
2009-12-01_17;2.140427403
2009-12-01_18;2.227026585
2009-12-01_19;2.090229039
2009-12-01_20;2.001253579
2009-12-01_21;1.94897137
2009-12-01_22;1.882899796
2009-12-01_23;1.610871166
2009-12-02_00;1.221134969
2009-12-02_01;0.825605317
2009-12-02_02;0.649670757
2009-12-02_04;0.511871166
2009-12-02_05;0.513858896
2009-12-02_06;0.6029182
2009-12-02_07;0.750466258
2009-12-02_08;1.187447853
2009-12-02_09;1.289276074
2009-12-02_10;1.274787321
2009-12-02_11;1.403711656
2009-12-02_12;1.399294479
2009-12-02_13;1.619856851
2009-12-02_14;1.509793456
2009-12-02_15;1.503161554
2009-12-02_16;1.695773006
2009-12-02_17;2.212599182
2009-12-02_19;2.054204499
2009-12-02_20;2.0600818
2009-12-02_21;1.931770961
2009-12-02_22;1.834486708
2009-12-02_23;1.587832311
2009-12-03_00;1.195627812
2009-12-03_02;0.617333333
2009-12-03_03;0.542441718
2009-12-03_04;0.514404908
2009-12-03_05;0.50995092
2009-12-03_06;0.595597137
2009-12-03_07;0.728190184
2009-12-03_08;1.17706135
2009-12-03_09;1.318390593
2009-12-03_10;1.274368098
2009-12-03_11;1.297437628
2009-12-03_12;1.450550102
2009-12-03_13;1.53293865
2009-12-03_15;1.569494888
2009-12-03_16;1.616431493
2009-12-03_17;2.003239264
2009-12-03_18;2.174204499
2009-12-03_19;2.136423313
2009-12-03_20;2.055893661
2009-12-03_21;2.052895706
2009-12-03_22;1.935200409
2009-12-03_23;1.62098364
2009-12-04_00;1.281430612
2009-12-04_01;0.811281633
2009-12-04_02;0.619004082
2009-12-04_03;0.548004082
2009-12-04_04;0.516579592
2009-12-04_05;0.513357143
2009-12-04_06;0.547346939
2009-12-04_07;0.692069388
2009-12-04_08;1.13205102
2009-12-04_09;1.34825102
2009-12-04_10;1.389769388
2009-12-04_11;1.455430612
2009-12-04_12;1.477830612
2009-12-04_13;1.570144898
2009-12-04_14;1.521544898
2009-12-04_15;1.596557143
2009-12-04_16;1.717002041
2009-12-04_17;2.100887755
2009-12-04_18;2.210328571
2009-12-04_19;2.146967347
2009-12-04_20;2.12802449
2009-12-04_21;1.969091837
2009-12-04_22;1.859314286
2009-12-04_23;1.661642857
2009-12-05_00;1.340520408
2009-12-05_01;1.007367347
2009-12-05_03;0.589112245
2009-12-05_04;0.551673469
2009-12-05_05;0.544869388
2009-12-05_06;0.576657143
2009-12-05_07;0.64482449
2009-12-05_08;0.765734694
2009-12-05_09;1.074863265
2009-12-05_10;1.31055102
2009-12-05_11;1.479165306
2009-12-05_12;1.764928571
2009-12-05_13;1.925810204
2009-12-05_14;1.901516327
2009-12-05_15;1.787520408
